"Suburb","Address","Rooms","Type","Price","Method","SellerG","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea"
"Hawthorn","13/561 Glenferrie Rd",1,"u",488000,"S","Marshall",4.6,"3122",1,1,1,0,57,2004,"Boroondara"
"Surrey Hills","545 Whitehorse Rd",5,"h",2450000,"S","Marshall",11.2,"3127",5,4,2,1076,NA,NA,"Boroondara"
"Brighton East","7 Edro Av",3,"h",1912500,"S","Buxton",10.7,"3187",NA,NA,NA,NA,NA,NA,""
"Reservoir","27 Ashton St",3,"h",705000,"S","Barry",11.2,"3073",3,1,1,437,NA,1930,"Darebin"
"St Kilda","4/39 Dalgety St",2,"h",1650000,"S","Abercromby's",6.1,"3182",NA,NA,NA,NA,NA,NA,""
"Bentleigh East","109 Victor Rd",4,"h",1100000,"S","Woodards",13.9,"3165",4,2,4,653,NA,NA,"Glen Eira"
"Hawthorn","12 Morang Rd",3,"h",1980000,"S","Jellis",4.6,"3122",3,2,1,151,NA,NA,"Boroondara"
"Preston","2 Eggleton Ct",3,"h",855000,"VB","Ray",8.8,"3072",3,1,2,584,NA,NA,"Darebin"
"Gowanbrae","1 Gowanbrae Dr",3,"h",631000,"S","Nelson",13.6,"3043",3,2,2,608,138,2001,"Moreland"
"Ormond","4/50 Glen Orme Av",2,"t",823000,"S","Buxton",11.8,"3204",NA,NA,NA,NA,NA,NA,""
"Malvern East","9 Chanak St",3,"h",1490000,"S","Marshall",11.2,"3145",3,1,1,322,137,1910,"Stonnington"
"South Yarra","507/99 River St",1,"u",510000,"S","Beller",3.3,"3141",1,1,1,0,NA,2000,"Stonnington"
"Glenroy","15 Valley Cr",2,"h",625000,"SP","Barry",13,"3046",NA,NA,NA,NA,NA,NA,""
"Maidstone","2/120 Suffolk St",2,"h",502000,"SP","Sweeney",9.2,"3012",2,1,1,144,79,2005,"Maribyrnong"
"Maribyrnong","10 Amarco Cr",3,"h",805000,"S","RT",8.7,"3032",NA,NA,NA,NA,NA,NA,""
"South Yarra","6 Cliff St",2,"h",1200000,"PI","Jellis",3.3,"3141",2,1,0,176,84,1940,"Stonnington"
"Jacana","15 Bliburg St",3,"h",460000,"PI","Eview",14.5,"3047",3,1,1,601,92,1960,"Hume"
"Malvern East","375 Waverley Rd",4,"h",1675000,"PI","Thomson",11.2,"3145",3,2,4,727,NA,NA,"Stonnington"
"Brighton East","29 Cluden St",4,"h",1706000,"S","Buxton",10.7,"3187",3,3,2,538,NA,NA,"Bayside"
"Moonee Ponds","43 Chaucer St",3,"h",1440000,"S","Nelson",6.9,"3039",3,2,1,287,196,1880,"Moonee Valley"
"Doncaster","5/333 George St",3,"u",772000,"S","Barry",13.9,"3108",3,2,1,203,109,1986,"Manningham"
"Preston","11 Lahinch St",3,"h",675500,"S","Brace",8.8,"3072",NA,NA,NA,NA,NA,NA,""
"Bentleigh East","24 Veronica St",3,"h",910000,"S","Buxton",13.9,"3165",3,1,1,587,96,1950,"Glen Eira"
"Northcote","1/75 Gadd St",3,"t",830000,"S","Jellis",5.5,"3070",3,3,1,55,NA,2013,"Darebin"
"Keilor Park","31 Swan St",3,"h",720000,"S","Nelson",14.5,"3042",3,1,1,696,132,1975,"Brimbank"
"Elwood","9/400 Barkly St",1,"u",392500,"SP","Biggin",7.7,"3184",1,1,0,0,NA,NA,"Port Phillip"
"Moonee Ponds","4 Lennox St",3,"h",840000,"VB","Nelson",6.9,"3039",3,1,0,307,136,1910,"Moonee Valley"
"Newport","4/71 Challis St",2,"u",670000,"SP","Purplebricks",8.4,"3015",2,1,1,190,NA,NA,"Hobsons Bay"
"Brighton","1/119 Roslyn St",3,"t",1725000,"PI","Buxton",11.2,"3186",3,2,2,411,225,1997,"Bayside"
"Doncaster","5 Iskandar Pl",5,"h",1650000,"VB","Jellis",13.9,"3108",5,4,2,500,429,2007,"Manningham"
"Viewbank","10/86 Graham Rd",2,"u",546000,"S","Miles",13.8,"3084",2,1,1,177,100,1975,"Banyule"
"West Footscray","51 Roberts St",2,"h",326500,"S","Sweeney",8.2,"3012",2,1,2,626,NA,NA,"Maribyrnong"
"Camberwell","12 Brinsley Rd",4,"h",2090000,"S","Noel",7.8,"3124",4,2,2,650,NA,NA,"Boroondara"
"Fitzroy North","7/14 Rae St",1,"u",358500,"SP","Jellis",3.5,"3068",1,1,1,0,40,1975,"Yarra"
"Richmond","27 Glass St",3,"h",1115000,"S","Whiting",2.6,"3121",3,2,2,129,120,1980,"Yarra"
"Yarraville","38 Simpson St",3,"h",1275000,"SP","Village",7,"3013",3,1,2,229,128,1910,"Maribyrnong"
"Heidelberg West","9 Ambon Ct",3,"h",961000,"S","Nelson",9.4,"3081",3,1,2,1179,NA,NA,"Banyule"
"Kingsville","153 Coronation St",3,"h",967500,"S","Jas",7.8,"3012",3,1,1,325,NA,NA,"Maribyrnong"
"Preston","38 Wilcox St",4,"h",920000,"PI","Nelson",8.8,"3072",3,1,1,396,184,1920,"Darebin"
"Jacana","3 Fidge Ct",3,"h",600000,"S","Woodards",14.5,"3047",3,1,2,647,173,1960,"Hume"
"Pascoe Vale","109 Derby St",4,"h",970000,"S","Nelson",9.9,"3044",3,2,1,535,154,1920,"Moreland"
"Balwyn","47 Naroo St",3,"h",1750000,"VB","Jellis",9.7,"3103",3,2,3,613,193,1943,"Boroondara"
"Reservoir","24 Epstein St",2,"h",650000,"PI","Barry",11.2,"3073",2,1,1,750,NA,NA,"Darebin"
"Preston","590 Murray Rd",3,"h",1355000,"S","Barry",8.8,"3072",3,1,2,916,NA,NA,"Darebin"
"Ripponlea","13/209 Hotham St",2,"u",520000,"S","hockingstuart",7.4,"3185",2,1,1,0,74,1971,"Port Phillip"
"Toorak","4 Nola Ct",4,"h",4000000,"S","Rodney",4.6,"3142",4,2,2,684,331,1963,"Stonnington"
"Pascoe Vale","6 Collings Ct",2,"h",810000,"S","Brad",9.9,"3044",2,1,1,783,94,1950,"Moreland"
"Cremorne","204/8 Balmain St",1,"u",405000,"SP","Dingle",2.5,"3121",1,1,1,0,NA,2007,"Yarra"
"Heidelberg Heights","97 Edwin St",2,"h",815000,"SP","Fletchers",10.5,"3081",2,1,2,589,120,1930,"Banyule"
"Bentleigh East","2/34 Adrian St",3,"u",720000,"PI","Gary",13.9,"3165",3,2,1,228,NA,1996,"Glen Eira"
"Maribyrnong","31 Monash St",4,"h",1030000,"S","Jas",8.7,"3032",4,2,1,573,196,1925,"Maribyrnong"
"South Melbourne","16 Glover St",3,"h",1720000,"S","Cayzer",2.1,"3205",3,1,0,130,NA,NA,"Port Phillip"
"South Melbourne","18a Iffla St",4,"h",1615000,"S","Marshall",2.1,"3205",4,3,2,577,220,2009,"Port Phillip"
"Richmond","117 Lord St",2,"h",1088000,"S","Biggin",2.6,"3121",2,1,0,158,NA,NA,"Yarra"
"Albion","5/25 Ridley St",2,"u",190000,"SP","Burnham",13.9,"3020",2,1,1,0,NA,NA,"Brimbank"
"Oak Park","20 Lex Gr",4,"h",1005000,"S","Stockdale",11.5,"3046",4,1,1,780,NA,NA,"Moreland"
"Coburg North","19A Tilley St",4,"h",1050000,"PI","Jellis",9.2,"3058",4,3,2,501,258,2016,"Moreland"
"Templestowe Lower","1/11 Pentlowe Av",4,"t",1065000,"S","Jellis",13.8,"3107",NA,NA,NA,NA,NA,NA,""
"Oak Park","14 Summit Av",4,"t",715750,"SP","Stockdale",11.5,"3046",NA,NA,NA,NA,NA,NA,""
"Hawthorn","17 Morang Rd",3,"h",3120000,"S","Jellis",4.6,"3122",2,1,4,677,NA,NA,"Boroondara"
"Mont Albert","4/1 Nangnak La",2,"t",660000,"PI","Changing",11.8,"3127",2,2,1,146,NA,NA,"Whitehorse"
"Kew East","4/69 Windella Av",2,"u",675000,"S","Jellis",7.5,"3102",NA,NA,NA,NA,NA,NA,""
"Heidelberg West","29 Morotai Pde",4,"h",758000,"S","Miles",9.4,"3081",4,1,1,632,152,1955,"Banyule"
"Watsonia","2/21 Meagher St",2,"h",728000,"S","Barry",14.9,"3087",NA,NA,NA,NA,NA,NA,""
"Collingwood","31/78 Oxford St",2,"u",1215000,"S","Jellis",1.6,"3066",3,2,1,0,NA,1895,"Yarra"
"Pascoe Vale","68 Devon Rd",4,"t",640000,"VB","Nelson",9.9,"3044",3,2,2,353,NA,NA,"Moreland"
"Surrey Hills","61 Durham Rd",5,"h",2100000,"VB","Marshall",11.2,"3127",5,4,3,827,NA,NA,"Boroondara"
"Glen Iris","423 Burke Rd",3,"h",1660000,"S","Christopher",9.2,"3146",3,1,2,297,NA,1930,"Boroondara"
"Yarraville","7/88 Stephen St",2,"u",782000,"S","hockingstuart",7,"3013",2,1,1,1555,92,2013,"Maribyrnong"
"Malvern East","3/406 Wattletree Rd",3,"t",1253000,"S","Jellis",11.2,"3145",3,2,1,216,135,1994,"Stonnington"
"Camberwell","89 Radnor St",3,"h",1987000,"S","Jellis",7.8,"3124",3,2,2,706,164,1960,"Boroondara"
"Maidstone","1/166 Mitchell St",3,"h",673000,"SP","Biggin",9.2,"3012",3,1,2,285,107,1910,"Maribyrnong"
"Coburg","8/6 McKay St",2,"u",434000,"S","Nelson",7.8,"3058",2,1,1,0,80,1965,"Moreland"
"Elwood","10/125 Ormond Rd",1,"u",510000,"S","Chisholm",7.7,"3184",1,1,1,0,60,2001,"Port Phillip"
"Altona","22 Fenfield St",3,"h",678000,"S","hockingstuart",13.8,"3018",3,1,2,606,87,1950,"Hobsons Bay"
"Malvern East","2b Brunel St",3,"h",1680000,"S","hockingstuart",11.2,"3145",3,2,2,234,201,1998,"Stonnington"
"Balwyn","38 Relowe Cr",4,"h",2250000,"PI","Marshall",9.7,"3103",NA,NA,NA,NA,NA,NA,""
"Sunshine","17 Barnard Ct",3,"h",735000,"S","Sweeney",12.6,"3020",3,1,2,539,NA,NA,"Brimbank"
"Chadstone","4/5 Rae St",3,"h",650000,"PI","hockingstuart",13.6,"3148",3,2,2,160,101,2000,"Monash"
"Brunswick West","7/5 Allard St",2,"u",370000,"VB","Jellis",5.9,"3055",2,1,1,0,65,1970,"Moreland"
"Ivanhoe East","5/3 Rotherwood Rd",2,"u",470000,"VB","Nelson",9,"3079",2,1,1,1473,65,1960,"Banyule"
"Newport","4/27 Clyde St",3,"t",770000,"S","Greg",8.4,"3015",3,2,2,224,132,2015,"Hobsons Bay"
"Kingsville","200 Somerville Rd",3,"h",760000,"PI","Chambers",7.8,"3012",3,1,1,350,114,1950,"Maribyrnong"
"Jacana","58 Bliburg St",3,"h",421000,"S","Barry",14.5,"3047",3,1,1,607,NA,NA,"Hume"
"Burwood","1/7 Station St",4,"t",880000,"S","Ray",11.7,"3125",NA,NA,NA,NA,NA,NA,""
"Reservoir","16 Cool St",2,"h",840000,"SP","Nelson",11.2,"3073",2,1,1,714,NA,NA,"Darebin"
"Northcote","1a Reid St",2,"t",720000,"S","Peter",5.5,"3070",NA,NA,NA,NA,NA,NA,""
"Coburg","155 Nicholson St",3,"h",825000,"S","Ray",7.8,"3058",3,1,2,577,131,1920,"Moreland"
"Bentleigh","28b Scotts St",4,"h",1400000,"VB","Woodards",13,"3204",NA,NA,NA,NA,NA,NA,""
"Balwyn North","10 Seattle St",4,"h",1500000,"VB","Jellis",9.2,"3104",3,2,2,610,NA,NA,"Boroondara"
"Caulfield East","36 Derby Cr",2,"h",940000,"VB","hockingstuart",9.3,"3145",NA,NA,NA,NA,NA,NA,""
"St Kilda","1002/6 St Kilda Rd",1,"u",440000,"SP","hockingstuart",6.1,"3182",NA,NA,NA,NA,NA,NA,""
"Williamstown North","3 Myrtle St",4,"h",881000,"SP","Sweeney",8.9,"3016",4,1,3,468,139,NA,"Hobsons Bay"
"Moonee Ponds","19 Sussex St",2,"h",945000,"S","Nelson",6.9,"3039",2,1,0,225,97,1890,"Moonee Valley"
"Preston","6 Emerald St",2,"h",775000,"S","Ray",8.8,"3072",2,1,1,521,NA,NA,"Darebin"
"Essendon West","57 Hampton Rd",3,"h",820000,"VB","Nelson",9.8,"3040",3,1,2,473,NA,NA,"Moonee Valley"
"Brighton","1/191 New St",2,"u",900000,"S","Nick",11.2,"3186",2,2,1,118,NA,1970,"Bayside"
"Newport","39 Elizabeth St",3,"h",930000,"SP","Williams",8.4,"3015",3,1,1,307,NA,NA,"Hobsons Bay"
"Brunswick","29 Stewart St",4,"h",2230000,"S","Nelson",5.2,"3056",4,2,3,851,287,1940,"Moreland"
"Camberwell","1/1 Royal Cr",3,"h",2132500,"S","Marshall",7.8,"3124",NA,NA,NA,NA,NA,NA,""
"Brooklyn","5/16 Conifer Av",2,"t",485000,"SP","Purplebricks",10.9,"3012",NA,NA,NA,NA,NA,NA,""
"Heidelberg West","296 Oriel Rd",2,"h",705000,"S","Miles",9.4,"3081",2,1,1,583,NA,NA,"Banyule"
"Prahran","30 Airlie Av",2,"h",1800000,"S","Biggin",4.5,"3181",NA,NA,NA,NA,NA,NA,""
"South Yarra","2/53 Caroline St",1,"u",422000,"S","hockingstuart",3.3,"3141",1,1,0,0,NA,NA,"Stonnington"
"Ormond","6 Dunlop Av",3,"h",1580000,"S","Buxton",11.8,"3204",NA,NA,NA,NA,NA,NA,""
"Hadfield","35 Angus St",3,"h",591000,"S","Brad",12.1,"3046",3,1,1,557,NA,NA,"Moreland"
"Hawthorn East","4/43 Clifton Rd",2,"u",706000,"S","hockingstuart",7.5,"3123",2,1,1,172,90,1960,"Boroondara"
"Strathmore","82 Strathnaver Av",4,"h",1055000,"S","Frank",9.7,"3041",NA,NA,NA,NA,NA,NA,""
"Kew","2/37 Wills St",3,"t",1330000,"PI","Jellis",5.6,"3101",3,2,2,205,184,1995,"Boroondara"
"Coburg","52 Stawell St",3,"h",841000,"S","Re",7.8,"3058",3,1,3,385,98,1920,"Moreland"
"Thornbury","220a Mansfield St",3,"h",701000,"S","Stockdale",6.5,"3071",3,3,2,273,71,1958,"Darebin"
"Box Hill","1/10 Kangerong Rd",2,"u",737000,"S","hockingstuart",13.1,"3128",NA,NA,NA,NA,NA,NA,""
"Malvern East","1/3 Steele St",2,"u",536000,"S","Rendina",11.2,"3145",2,1,1,0,NA,1960,"Stonnington"
"Ascot Vale","7a Station Av",2,"h",872500,"PI","Jellis",5.9,"3032",NA,NA,NA,NA,NA,NA,""
"Mont Albert","48 Kenmare St",3,"h",2588000,"SP","Fletchers",11.8,"3127",3,3,2,1149,225,1920,"Whitehorse"
"Brunswick East","114/22 Barkly St",1,"u",410000,"S","Jellis",4.5,"3057",NA,NA,NA,NA,NA,NA,""
"Caulfield East","10 Lloyds Av",2,"h",1300000,"SP","Gary",9.3,"3145",NA,NA,NA,NA,NA,NA,""
"Elwood","1/6 May St",2,"u",640000,"S","Gary",7.7,"3184",2,1,1,626,NA,NA,"Port Phillip"
"Seddon","24 Perry St",3,"h",1001000,"S","Jas",6.6,"3011",2,1,1,256,NA,NA,"Maribyrnong"
"Ormond","58 Draper St",4,"h",1845000,"S","Buxton",11.8,"3204",4,3,1,718,189,1939,"Glen Eira"
"Keilor East","26 Norwood Dr",3,"h",705000,"S","Nelson",12.8,"3033",3,1,2,616,201,1970,"Moonee Valley"
"Reservoir","1/1 Leamington St",3,"h",625000,"PI","Barry",11.2,"3073",3,2,1,267,186,2003,"Darebin"
"Doncaster","18 Buckingham Cr",4,"h",1390000,"PI","Ray",13.9,"3108",NA,NA,NA,NA,NA,NA,""
"Coburg","5/39 Service St",2,"t",598000,"S","Nelson",7.8,"3058",2,1,1,108,100,2007,"Moreland"
"Maidstone","9 Verdun St",3,"h",905000,"S","Sweeney",9.2,"3012",3,1,1,686,NA,NA,"Maribyrnong"
"Reservoir","58 Liston Av",4,"h",775000,"S","Ray",11.2,"3073",NA,NA,NA,NA,NA,NA,""
"Brunswick East","178 Weston St",2,"h",1080000,"S","Greg",4.5,"3057",2,1,0,193,101,1890,"Moreland"
"South Yarra","5/205 Williams Rd",1,"u",523000,"S","hockingstuart",3.3,"3141",1,1,0,0,NA,1940,"Stonnington"
"Northcote","2B Creek Pde",4,"h",2270000,"S","Collins",5.5,"3070",4,2,2,440,NA,1992,"Darebin"
"Templestowe Lower","4 Finn Ct",3,"h",1051000,"S","Jellis",13.8,"3107",3,2,1,962,142,1970,"Manningham"
"Malvern East","8 Dundonald Av",4,"h",2055000,"S","Marshall",11.2,"3145",NA,NA,NA,NA,NA,NA,""
"Carnegie","3/67 Shepparson Av",2,"u",889500,"SP","Ray",11.4,"3163",NA,NA,NA,NA,NA,NA,""
"Brunswick","3/36 Dunstan Av",2,"t",677000,"S","Joseph",5.2,"3056",NA,NA,NA,NA,NA,NA,""
"Reservoir","25 Evans Cr",4,"h",750500,"S","Barry",11.2,"3073",NA,NA,NA,NA,NA,NA,""
"Doncaster","41 Pettys La",4,"h",1225000,"S","Ray",13.9,"3108",4,3,2,740,185,1985,"Manningham"
"Altona","1/170 Blyth St",3,"u",630000,"S","Barlow",13.8,"3018",2,1,2,311,94,1955,"Hobsons Bay"
"Templestowe Lower","16 Clauscen St",4,"h",1280000,"PI","Jellis",13.8,"3107",4,2,2,681,158,1970,"Manningham"
"South Yarra","6/210 Domain Rd",2,"u",832000,"S","Williams",3.3,"3141",2,1,1,0,NA,1960,"Melbourne"
"South Melbourne","25 Cobden St",3,"h",1200000,"VB","Greg",2.1,"3205",3,2,0,113,120,1910,"Port Phillip"
"Windsor","6/7 Ellesmere Rd",1,"u",372000,"S","Fletchers",5.1,"3181",1,1,1,0,NA,1970,"Stonnington"
"Fawkner","1/80 Argyle St",4,"u",540000,"S","hockingstuart",12.4,"3060",4,2,3,209,120,1960,"Moreland"
"Glen Iris","32 Howie St",3,"h",1751000,"S","Jellis",9.2,"3146",3,1,3,609,140,1930,"Boroondara"
"Brunswick","215/1 Dods St",3,"u",1044000,"S","Jellis",5.2,"3056",3,1,1,0,85,2000,"Moreland"
"South Melbourne","58C Napier St",3,"h",770000,"S","hockingstuart",2.1,"3205",3,2,1,2325,NA,NA,"Port Phillip"
"Essendon","9a Ballater St",2,"u",800000,"S","Paul",8,"3040",2,1,2,502,NA,NA,"Moonee Valley"
"Fitzroy","431 George St",3,"h",1250000,"PI","Nelson",1.6,"3065",3,1,1,113,105,1890,"Yarra"
"South Yarra","29 MacFarlan St",2,"h",2325000,"S","RT",3.3,"3141",2,2,2,355,NA,NA,"Stonnington"
"Kew","2/28 Wimba Av",3,"u",970000,"S","Jellis",5.6,"3101",NA,NA,NA,NA,NA,NA,""
"Elwood","2/4 Southey Ct",2,"u",640000,"S","Gary",7.7,"3184",2,1,0,0,80,1940,"Port Phillip"
"Williamstown","104 Hannan St",4,"h",2050000,"S","Sweeney",8,"3016",4,2,2,648,285,2011,"Hobsons Bay"
"Niddrie","45a Nolan St",3,"h",895500,"S","Nelson",11.2,"3042",3,2,2,347,NA,NA,"Moonee Valley"
"Caulfield North","7 Cambridge St",3,"h",1870000,"S","Marshall",8.1,"3161",3,2,1,339,NA,NA,"Glen Eira"
"Niddrie","114 Hotham Rd",3,"h",1065000,"SP","Barry",11.2,"3042",3,1,2,653,NA,NA,"Moonee Valley"
"Footscray","31 Southampton St",3,"h",860500,"S","Burnham",6.4,"3011",3,2,2,322,228,1980,"Maribyrnong"
"St Kilda","5/171 Fitzroy St",2,"u",690000,"VB","hockingstuart",6.1,"3182",2,1,0,0,100,NA,"Port Phillip"
"Northcote","215 Clarke St",4,"h",3850000,"PI","Jellis",5.5,"3070",4,4,8,1390,NA,1912,"Darebin"
"Reservoir","46 Bourke St",3,"h",705000,"S","Ray",11.2,"3073",3,1,3,513,NA,NA,"Darebin"
"Moorabbin","8 Barilla Rd",4,"h",1035000,"S","Buxton",14.6,"3189",3,1,2,688,161,1950,"Kingston"
"Williamstown","24 Merrett Dr",4,"h",1172000,"S","Village",8,"3016",4,2,2,344,NA,NA,"Hobsons Bay"
"Burwood","3 Peacock St",3,"h",1468000,"S","Buxton",11.7,"3125",3,1,2,706,NA,NA,"Whitehorse"
"St Kilda","77/151 Fitzroy St",1,"u",400000,"S","Pride",6.1,"3182",1,1,1,0,NA,NA,"Port Phillip"
"Kew","46 Grandview Tce",2,"h",975000,"S","Jellis",5.6,"3101",NA,NA,NA,NA,NA,NA,""
"West Footscray","5/652 Barkly St",2,"u",456000,"S","Sweeney",8.2,"3012",2,1,1,0,NA,1975,"Maribyrnong"
"Hampton","131 Linacre Rd",4,"h",1680000,"S","hockingstuart",13.7,"3188",4,1,1,723,90,1955,"Bayside"
"Kew","43 Kellett Gr",3,"h",1211000,"S","Nelson",5.6,"3101",3,1,1,633,NA,NA,"Boroondara"
"Balwyn","7/7 Kireep Rd",3,"u",662500,"S","Jellis",9.7,"3103",NA,NA,NA,NA,NA,NA,""
"Ascot Vale","3/28 Ormond Rd",2,"u",432000,"S","Biggin",5.9,"3032",2,1,1,0,62,1978,"Moonee Valley"
"Ascot Vale","8/129 The Parade",1,"u",390000,"S","Alexkarbon",5.9,"3032",1,1,1,0,58,1972,"Moonee Valley"
"Essendon West","53 Clydebank Rd",3,"h",1115000,"S","Barry",9.8,"3040",3,1,1,688,192,1950,"Moonee Valley"
"Essendon","3/136 Hoffmans Rd",2,"u",405000,"S","Nelson",8,"3040",2,1,1,121,NA,1970,"Moonee Valley"
"Carnegie","4/5 Anzac St",2,"u",772000,"S","hockingstuart",11.4,"3163",2,1,2,0,100,1973,"Glen Eira"
"Richmond","503/6 Lord St",2,"u",1040000,"S","Jellis",2.6,"3121",3,2,2,0,95,2013,"Yarra"
"Bentleigh","143 Patterson Rd",7,"h",1005000,"S","Ray",13,"3204",7,3,4,607,NA,1950,"Glen Eira"
"Brunswick","10/285 Brunswick Rd",1,"u",370000,"S","Jellis",5.2,"3056",1,1,1,540,45,1970,"Moreland"
"Doncaster","41 Highview Dr",3,"h",1310000,"S","Darren",13.9,"3108",3,1,2,1157,NA,NA,"Manningham"
"Armadale","37 Barkly Av",2,"h",1930000,"S","Jellis",6.3,"3143",NA,NA,NA,NA,NA,NA,""
"Oakleigh South","107 Golf Rd",3,"h",1067000,"S","Woodards",14.7,"3167",3,1,2,648,122,1940,"Monash"
"Reservoir","192 Edwardes St",2,"h",1700000,"PI","Barry",11.2,"3073",2,1,6,1041,NA,NA,"Darebin"
"Hampton","19a Swyer St",3,"h",1050000,"PI","Hodges",13.7,"3188",NA,NA,NA,NA,NA,NA,""
"Elwood","7/5 Alfriston St",2,"u",680000,"PI","hockingstuart",7.7,"3184",2,1,1,0,NA,1960,"Port Phillip"
"St Kilda","32 Gurner St",4,"h",2220000,"S","hockingstuart",6.1,"3182",4,2,2,402,NA,1914,"Port Phillip"
"Parkville","40 Cade Wy",5,"h",1300000,"PI","Nelson",2.6,"3052",NA,NA,NA,NA,NA,NA,""
"Fitzroy","2/23 George St",1,"u",308000,"SP","Peter",1.6,"3065",NA,NA,NA,NA,NA,NA,""
"Heidelberg Heights","2 Law St",2,"h",675000,"S","Fletchers",10.5,"3081",NA,NA,NA,NA,NA,NA,""
"Carnegie","1/60 Moonya Rd",3,"u",820000,"S","Ray",11.4,"3163",3,1,2,0,96,1989,"Glen Eira"
"Coburg North","18 Ronald St",3,"h",750000,"S","hockingstuart",9.2,"3058",3,2,2,310,NA,NA,"Moreland"
"Essendon","37 William St",3,"h",1240000,"S","Frank",8,"3040",3,1,1,503,NA,NA,"Moonee Valley"
"Ascot Vale","30 Rothwell St",3,"h",940000,"S","Nelson",5.9,"3032",3,1,2,298,108,1920,"Moonee Valley"
"Heidelberg West","2 Pandanus Ct",2,"h",497500,"SP","Miles",9.4,"3081",2,1,2,708,NA,NA,"Banyule"
"Maidstone","32c Burns St",2,"t",510000,"SP","Sweeney",9.2,"3012",2,1,2,118,91,2014,"Maribyrnong"
"Niddrie","3a Irving St",3,"h",780000,"PI","McDonald",11.2,"3042",3,2,2,274,NA,NA,"Moonee Valley"
"Sunshine North","4a Downing St",3,"h",620000,"SP","Douglas",13.3,"3020",3,3,2,221,155,2011,"Brimbank"
"Altona North","153 Mills St",3,"h",1405000,"S","Sweeney",11.1,"3025",3,1,3,655,NA,NA,"Hobsons Bay"
"Spotswood","13 Robb St",3,"h",831000,"S","Biggin",7.7,"3015",3,1,0,353,109,1890,"Hobsons Bay"
"Jacana","16 Gavin St",3,"h",537000,"S","Barry",14.5,"3047",3,1,2,600,NA,NA,"Hume"
"Moonee Ponds","1/21 Holmes Rd",2,"u",574000,"S","Jellis",6.9,"3039",2,2,1,159,NA,NA,"Moonee Valley"
"Keilor East","81 Quinn Gr",5,"h",700000,"PI","Nelson",12.8,"3033",4,2,2,629,NA,NA,"Moonee Valley"
"South Melbourne","301/142 Park St",3,"u",1550000,"PI","Marshall",2.1,"3205",3,4,2,0,230,NA,"Port Phillip"
"Altona North","80A Hansen St",4,"h",960000,"S","Sweeney",11.1,"3025",NA,NA,NA,NA,NA,NA,""
"Heidelberg Heights","92A Southern Rd",2,"h",510000,"SP","Barry",10.5,"3081",2,1,2,244,NA,NA,"Banyule"
"South Yarra","19/877 Punt Rd",1,"u",360000,"VB","Owen",3.3,"3141",1,1,1,0,46,NA,"Melbourne"
"Brunswick East","5 John St",3,"h",910000,"S","Jellis",4.5,"3057",2,1,1,231,NA,1900,"Moreland"
"South Yarra","12 Witchwood Cl",3,"h",1700000,"SP","Biggin",3.3,"3141",2,2,1,181,148,1990,"Melbourne"
"Viewbank","26 Lyon Rd",4,"h",1102500,"S","Miles",13.8,"3084",4,2,1,659,189,NA,"Banyule"
"Avondale Heights","235 Military Rd",3,"h",863000,"S","Barry",10.5,"3034",3,2,3,638,NA,NA,"Moonee Valley"
"Preston","17 Tynan St",4,"h",1615000,"S","Barry",8.8,"3072",3,2,3,890,NA,NA,"Darebin"
"Brunswick","2/6 Sydney Rd",2,"u",575000,"S","Nelson",5.2,"3056",2,1,1,0,66,1950,"Moreland"
"Bentleigh","15 Wilson St",4,"h",1385000,"S","hockingstuart",13,"3204",4,2,1,576,NA,1920,"Glen Eira"
"Bentleigh East","36 Kennedy St",3,"h",1300000,"S","Woodards",13.9,"3165",3,1,4,746,NA,NA,"Glen Eira"
"Brunswick East","215 Weston St",3,"h",1495000,"S","Nelson",4.5,"3057",3,1,1,259,130,1920,"Moreland"
"Box Hill","55 Albion Rd",4,"h",1600000,"S","Fletchers",13.1,"3128",4,2,1,692,195,1890,"Whitehorse"
"Ascot Vale","47 Hurtle St",2,"h",940000,"S","Nelson",5.9,"3032",2,1,1,330,NA,NA,"Moonee Valley"
"Kingsville","134 Chirnside St",3,"h",1155000,"S","Jas",7.8,"3012",2,2,2,269,123,1915,"Maribyrnong"
"Seddon","278 Nicholson St",2,"h",701000,"PI","Village",6.6,"3011",2,1,0,164,NA,1910,"Maribyrnong"
"Coburg","114 Reynard St",3,"h",1064000,"SP","Nelson",7.8,"3058",3,2,1,417,178,1940,"Moreland"
"Reservoir","74a Gertz Av",3,"h",500000,"PI","hockingstuart",11.2,"3073",NA,NA,NA,NA,NA,NA,""
"Elsternwick","4 Meaney St",2,"h",906000,"S","Purplebricks",8.5,"3185",2,1,1,221,NA,NA,"Glen Eira"
"Balwyn North","9 Seattle St",4,"h",1675000,"S","Fletchers",9.2,"3104",4,2,2,667,201,1974,"Boroondara"
"Glen Huntly","4/7 Garden Av",2,"u",600000,"SP","Woodards",10.4,"3163",NA,NA,NA,NA,NA,NA,""
"Glenroy","1/25 Morell St",3,"h",420000,"PI","Raine",13,"3046",3,1,2,0,96,1960,"Moreland"
"Brunswick","157 Albion St",2,"h",770000,"S","Nelson",5.2,"3056",2,1,0,152,87,1910,"Moreland"
"South Yarra","76 Leopold St",3,"h",2695000,"PI","Marshall",3.3,"3141",3,2,1,215,200,1910,"Melbourne"
